,doch,jedoch,aber,andererseits,allerdings,hingegen
concur,0.0,1.0,0.0,0.0,0.0,0.0
condemn,0.0,0.0,5.0,0.0,2.0,0.0
condemnation,0.0,1.0,5.0,0.0,0.0,0.0
condemned,1.0,0.0,3.0,0.0,0.0,0.0
condemning,0.0,0.0,1.0,0.0,0.0,0.0
condition,1.0,5.0,10.0,1.0,1.0,0.0
conditional,0.0,0.0,1.0,0.0,0.0,0.0
conditions,6.0,9.0,18.0,3.0,2.0,0.0
condoned,2.0,0.0,0.0,0.0,0.0,0.0
conducive,0.0,0.0,1.0,0.0,0.0,0.0
conduct,1.0,0.0,6.0,1.0,0.0,0.0
conducted,1.0,2.0,1.0,0.0,0.0,0.0
conducting,0.0,2.0,1.0,2.0,1.0,0.0
confederal,0.0,0.0,2.0,0.0,1.0,0.0
confederations,0.0,0.0,1.0,0.0,0.0,0.0
conference,7.0,3.0,16.0,0.0,1.0,0.0
conferences,0.0,0.0,3.0,0.0,0.0,0.0
confess,0.0,1.0,0.0,0.0,0.0,0.0
confidence,2.0,5.0,8.0,2.0,0.0,0.0
confidence;,1.0,0.0,0.0,0.0,0.0,0.0
confident,2.0,2.0,2.0,0.0,1.0,0.0
confidential,1.0,0.0,1.0,0.0,0.0,0.0
confidentiality,0.0,0.0,0.0,1.0,0.0,0.0
confidently,0.0,1.0,0.0,0.0,0.0,0.0
confine,0.0,3.0,2.0,0.0,0.0,0.0
confined,0.0,1.0,0.0,0.0,1.0,0.0
confines,0.0,0.0,1.0,0.0,0.0,0.0
confirm,1.0,4.0,4.0,0.0,0.0,0.0
confirmed,1.0,2.0,1.0,0.0,0.0,0.0
confirming,0.0,1.0,1.0,0.0,0.0,0.0
confiscating,0.0,1.0,0.0,0.0,0.0,0.0
conflict,4.0,4.0,9.0,0.0,0.0,0.0
conflict-ridden,0.0,0.0,1.0,0.0,0.0,0.0
conflicting,1.0,0.0,0.0,1.0,1.0,0.0
conflicts,6.0,1.0,2.0,0.0,0.0,0.0
conform,0.0,0.0,1.0,0.0,1.0,0.0
conforming,0.0,0.0,1.0,0.0,0.0,0.0
conformity,0.0,1.0,0.0,0.0,0.0,0.0
confront,0.0,1.0,1.0,0.0,1.0,0.0
confront;,0.0,1.0,0.0,0.0,0.0,0.0
confrontation,1.0,0.0,2.0,0.0,0.0,0.0
confronted,0.0,2.0,2.0,0.0,0.0,0.0
confused,0.0,0.0,0.0,0.0,1.0,0.0
confusing,0.0,0.0,1.0,0.0,0.0,0.0
confusion,4.0,1.0,4.0,0.0,0.0,0.0
congested,0.0,0.0,0.0,1.0,0.0,0.0
congestion,0.0,1.0,3.0,0.0,0.0,0.0
conglomeration,0.0,0.0,1.0,0.0,0.0,0.0
congo,2.0,1.0,2.0,0.0,0.0,0.0
congolese,0.0,0.0,1.0,0.0,0.0,0.0
congratulate,1.0,4.0,12.0,0.0,1.0,1.0
congratulated,1.0,0.0,3.0,0.0,0.0,0.0
congratulating,0.0,0.0,1.0,0.0,0.0,0.0
congratulations,1.0,0.0,5.0,0.0,0.0,0.0
congress,0.0,0.0,1.0,0.0,0.0,0.0
conjunction,0.0,0.0,1.0,0.0,0.0,0.0
connected,3.0,0.0,0.0,0.0,0.0,0.0
connecticut,0.0,1.0,0.0,0.0,0.0,0.0
connection,1.0,3.0,7.0,0.0,0.0,0.0
connections,0.0,1.0,0.0,0.0,0.0,0.0
connectivity,1.0,0.0,0.0,0.0,0.0,0.0
conrad),1.0,0.0,0.0,0.0,0.0,0.0
conscience,0.0,1.0,0.0,0.0,0.0,0.0
conscientious,1.0,0.0,0.0,0.0,0.0,0.0
conscientiously,1.0,0.0,0.0,0.0,0.0,0.0
conscious,0.0,4.0,1.0,0.0,0.0,0.0
consensual,0.0,0.0,1.0,0.0,0.0,0.0
consensus,5.0,1.0,5.0,1.0,1.0,0.0
consensuses,0.0,0.0,1.0,0.0,0.0,0.0
consent,0.0,1.0,2.0,0.0,0.0,0.0
consent;,0.0,0.0,1.0,0.0,0.0,0.0
consequence,1.0,2.0,2.0,2.0,1.0,0.0
consequences,2.0,3.0,13.0,0.0,1.0,0.0
consequently,0.0,0.0,1.0,0.0,0.0,0.0
conservation,0.0,0.0,1.0,1.0,0.0,0.0
conservative,1.0,1.0,2.0,0.0,0.0,0.0
conservatives,0.0,0.0,1.0,1.0,0.0,0.0
consider,16.0,42.0,28.0,2.0,11.0,0.0
considerable,11.0,6.0,13.0,0.0,1.0,1.0
considerably,2.0,5.0,3.0,0.0,0.0,0.0
consideration,5.0,6.0,7.0,0.0,0.0,0.0
considerations,0.0,0.0,3.0,0.0,0.0,0.0
considered,5.0,12.0,5.0,0.0,0.0,0.0
considering,0.0,4.0,4.0,0.0,0.0,0.0
considers,0.0,11.0,5.0,0.0,3.0,0.0
consist,1.0,1.0,0.0,0.0,0.0,0.0
consistency,1.0,1.0,2.0,0.0,0.0,0.0
consistent,2.0,1.0,0.0,1.0,0.0,0.0
consistently,0.0,2.0,0.0,0.0,0.0,0.0
consisting,0.0,0.0,1.0,0.0,0.0,0.0
consists,0.0,1.0,0.0,0.0,0.0,0.0
consolation,0.0,0.0,1.0,0.0,0.0,0.0
consolidate,0.0,0.0,2.0,1.0,0.0,0.0
consolidating,1.0,0.0,0.0,0.0,0.0,0.0
consolidation,0.0,0.0,3.0,0.0,0.0,0.0
consonance,0.0,1.0,0.0,0.0,0.0,0.0
conspicuously,0.0,0.0,1.0,0.0,0.0,0.0
conspiracy,0.0,0.0,2.0,0.0,0.0,0.0
constant,0.0,2.0,7.0,1.0,0.0,0.0
constantly,0.0,2.0,5.0,0.0,0.0,1.0
constituency,0.0,0.0,1.0,0.0,0.0,0.0
constituent,1.0,0.0,0.0,0.0,0.0,0.0
constituents,0.0,0.0,2.0,0.0,0.0,0.0
constitute,2.0,6.0,4.0,1.0,1.0,0.0
constituted,1.0,0.0,0.0,0.0,0.0,0.0
constitutes,1.0,3.0,0.0,0.0,0.0,0.0
constitution,5.0,6.0,14.0,1.0,2.0,0.0
constitutional,6.0,2.0,9.0,0.0,1.0,0.0
constrained,0.0,0.0,1.0,0.0,1.0,0.0
constrains,0.0,0.0,1.0,0.0,0.0,0.0
constraint,1.0,1.0,0.0,0.0,0.0,0.0
constraints,1.0,2.0,1.0,0.0,0.0,0.0
constructed,0.0,1.0,1.0,0.0,0.0,0.0
construction,4.0,2.0,5.0,0.0,0.0,0.0
constructive,1.0,1.0,7.0,0.0,0.0,0.0
consultation,0.0,1.0,7.0,1.0,0.0,0.0
consultative,0.0,1.0,0.0,0.0,0.0,0.0
consulted,0.0,0.0,5.0,0.0,1.0,0.0
consume,0.0,0.0,1.0,0.0,0.0,0.0
consumer,2.0,6.0,23.0,5.0,2.0,0.0
consumers,4.0,3.0,23.0,4.0,2.0,0.0
consumers',0.0,0.0,1.0,0.0,0.0,0.0
consumes,0.0,0.0,0.0,1.0,0.0,0.0
consumption,0.0,4.0,6.0,2.0,0.0,0.0
contact,0.0,0.0,2.0,0.0,0.0,0.0
contacted,0.0,1.0,0.0,0.0,0.0,0.0
contacts,0.0,0.0,6.0,1.0,0.0,0.0
contain,5.0,5.0,3.0,0.0,2.0,0.0
contained,1.0,1.0,0.0,0.0,0.0,0.0
container,0.0,0.0,0.0,0.0,1.0,0.0
containing,0.0,1.0,1.0,0.0,0.0,0.0
containment,0.0,0.0,1.0,0.0,0.0,0.0
contains,3.0,20.0,16.0,0.0,3.0,0.0
contamination,1.0,0.0,1.0,0.0,0.0,0.0
contemplates,1.0,0.0,0.0,0.0,0.0,0.0
contemporary,0.0,0.0,1.0,0.0,0.0,0.0
contempt,0.0,0.0,0.0,1.0,0.0,0.0
contend,0.0,0.0,1.0,0.0,0.0,0.0
content,4.0,5.0,14.0,0.0,1.0,0.0
contention,1.0,0.0,0.0,0.0,0.0,0.0
contentious,1.0,0.0,0.0,0.0,0.0,0.0
contents,1.0,1.0,3.0,0.0,0.0,0.0
contest,1.0,0.0,1.0,0.0,0.0,0.0
context,4.0,8.0,15.0,1.0,3.0,0.0
continent,2.0,1.0,2.0,0.0,0.0,0.0
continental,0.0,0.0,1.0,0.0,0.0,0.0
continually,0.0,1.0,2.0,0.0,0.0,0.0
continue,13.0,27.0,30.0,0.0,4.0,0.0
continued,2.0,4.0,5.0,0.0,0.0,0.0
continues,1.0,9.0,9.0,0.0,0.0,1.0
continuing,1.0,4.0,2.0,0.0,0.0,0.0
continuity,1.0,1.0,0.0,0.0,0.0,0.0
continuous,1.0,0.0,3.0,0.0,0.0,0.0
continuously,1.0,0.0,0.0,0.0,0.0,0.0
contra-contras,0.0,0.0,1.0,0.0,0.0,0.0
contract,2.0,1.0,4.0,0.0,0.0,0.0
contracting,0.0,1.0,1.0,1.0,0.0,0.0
contracts,0.0,2.0,2.0,0.0,0.0,0.0
contradict,0.0,0.0,3.0,0.0,0.0,0.0
contradicted,0.0,0.0,0.0,0.0,1.0,0.0
contradiction,0.0,4.0,1.0,0.0,0.0,0.0
contradictions,0.0,1.0,0.0,0.0,0.0,0.0
contradictory,1.0,0.0,4.0,0.0,0.0,0.0
contradicts,0.0,1.0,1.0,0.0,0.0,0.0
contrary,4.0,11.0,6.0,2.0,3.0,9.0
contrast,0.0,1.0,0.0,1.0,1.0,7.0
contribute,0.0,2.0,3.0,0.0,0.0,0.0
contributed,0.0,2.0,0.0,0.0,0.0,0.0
contributes,0.0,1.0,0.0,0.0,0.0,0.0
contribution,3.0,5.0,9.0,0.0,0.0,0.0
contributions,5.0,1.0,2.0,1.0,0.0,0.0
contributor,0.0,0.0,0.0,0.0,1.0,0.0
control,5.0,13.0,28.0,4.0,0.0,0.0
controlled,3.0,1.0,4.0,0.0,0.0,0.0
controller,0.0,1.0,0.0,0.0,0.0,0.0
controllers,0.0,0.0,0.0,1.0,0.0,0.0
controlling,0.0,0.0,2.0,0.0,0.0,0.0
controls,1.0,2.0,5.0,0.0,0.0,0.0
controversial,2.0,3.0,4.0,0.0,0.0,0.0
controversially,1.0,0.0,0.0,0.0,0.0,0.0
controversy,0.0,0.0,3.0,0.0,0.0,0.0
convenience,0.0,1.0,0.0,0.0,0.0,0.0
convenient,0.0,0.0,1.0,0.0,0.0,0.0
convention,0.0,8.0,19.0,1.0,1.0,1.0
convention;,0.0,0.0,1.0,0.0,0.0,0.0
conventional,0.0,0.0,3.0,0.0,0.0,0.0
conventions,0.0,0.0,6.0,0.0,1.0,0.0
converge,0.0,0.0,3.0,0.0,0.0,0.0
convergence,0.0,2.0,5.0,1.0,0.0,0.0
conversations,0.0,0.0,1.0,0.0,0.0,0.0
conversely,0.0,1.0,0.0,10.0,1.0,5.0
convert,0.0,1.0,0.0,0.0,0.0,0.0
converted,0.0,1.0,0.0,0.0,0.0,0.0
converting,0.0,1.0,0.0,0.0,0.0,0.0
convey,0.0,1.0,2.0,0.0,0.0,0.0
conveys,0.0,0.0,1.0,0.0,0.0,0.0
convicted,0.0,2.0,1.0,0.0,0.0,0.0
conviction,0.0,1.0,2.0,0.0,0.0,0.0
convictions,1.0,0.0,0.0,0.0,0.0,0.0
convince,1.0,0.0,2.0,0.0,0.0,0.0
convinced,2.0,15.0,14.0,0.0,1.0,2.0
convincing,2.0,2.0,1.0,0.0,0.0,0.0
cook,1.0,0.0,0.0,0.0,0.0,0.0
cooked,0.0,1.0,0.0,0.0,0.0,0.0
cooling,0.0,0.0,1.0,0.0,0.0,0.0
cooper,1.0,0.0,0.0,0.0,0.0,0.0
cooperate,1.0,1.0,2.0,0.0,0.0,0.0
cooperated,0.0,1.0,0.0,0.0,0.0,0.0
cooperating,0.0,0.0,2.0,1.0,0.0,0.0
cooperation,9.0,8.0,22.0,2.0,2.0,0.0
cooperatively,0.0,0.0,1.0,0.0,0.0,0.0
coordinate,0.0,1.0,0.0,0.0,0.0,0.0
coordinated,3.0,0.0,2.0,0.0,0.0,0.0
coordinating,0.0,0.0,1.0,0.0,1.0,0.0
coordination,3.0,4.0,11.0,3.0,2.0,0.0
coordinators,0.0,0.0,1.0,0.0,0.0,0.0
cop,0.0,1.0,0.0,0.0,0.0,0.0
copenhagen,1.0,1.0,4.0,0.0,0.0,0.0
copenhagen;,0.0,0.0,1.0,0.0,0.0,0.0
copy,1.0,0.0,0.0,0.0,0.0,0.0
copyright,0.0,1.0,1.0,2.0,0.0,0.0
corbett,1.0,0.0,1.0,0.0,0.0,0.0
core,0.0,0.0,3.0,0.0,0.0,0.0
corner,1.0,1.0,0.0,0.0,0.0,0.0
cornerstone,1.0,0.0,0.0,0.0,0.0,0.0
cornerstones,0.0,0.0,2.0,0.0,0.0,0.0
corporate,0.0,1.0,2.0,1.0,0.0,0.0
corporation,0.0,0.0,2.0,0.0,0.0,0.0
corporations,0.0,2.0,1.0,0.0,0.0,0.0
corpse,0.0,0.0,1.0,0.0,0.0,0.0
corpus,0.0,0.0,1.0,0.0,0.0,0.0
correct,2.0,4.0,10.0,0.0,2.0,0.0
corrected,0.0,1.0,5.0,0.0,0.0,0.0
correction,0.0,0.0,2.0,0.0,2.0,0.0
correctly,2.0,0.0,3.0,0.0,1.0,0.0
correspond,0.0,0.0,3.0,0.0,0.0,0.0
correspondence,0.0,0.0,2.0,0.0,0.0,0.0
corresponding,0.0,0.0,1.0,1.0,0.0,0.0
corresponds,0.0,0.0,1.0,0.0,0.0,0.0
corridors,0.0,0.0,1.0,0.0,0.0,0.0
corrie,0.0,0.0,0.0,0.0,1.0,0.0
corrigendum,1.0,0.0,0.0,0.0,0.0,0.0
corrupt,0.0,0.0,1.0,0.0,0.0,0.0
corruption,1.0,0.0,5.0,0.0,0.0,0.0
cosmetic,0.0,0.0,1.0,0.0,0.0,0.0
cosmetics,1.0,0.0,2.0,0.0,0.0,0.0
cost,5.0,4.0,9.0,2.0,1.0,1.0
cost-benefit,0.0,0.0,1.0,0.0,0.0,0.0
cost-effectiveness,0.0,0.0,1.0,0.0,0.0,0.0
costa,1.0,1.0,0.0,0.0,0.0,0.0
costly,2.0,1.0,4.0,0.0,0.0,0.0
costs,4.0,9.0,22.0,2.0,3.0,0.0
cot,0.0,1.0,0.0,0.0,0.0,0.0
cotonou,0.0,1.0,1.0,0.0,0.0,0.0
could,30.0,51.0,75.0,5.0,12.0,4.0
council,39.0,62.0,117.0,3.0,15.0,4.0
council',0.0,1.0,2.0,0.0,0.0,0.0
council's,3.0,3.0,5.0,0.0,1.0,0.0
councillor,0.0,1.0,0.0,0.0,0.0,0.0
councils,1.0,0.0,1.0,0.0,0.0,0.0
council’s,0.0,0.0,1.0,0.0,0.0,0.0
count,1.0,2.0,4.0,0.0,0.0,0.0
counter,1.0,1.0,1.0,0.0,0.0,0.0
counter-terrorism,0.0,1.0,0.0,0.0,0.0,0.0
counterbalanced,0.0,1.0,0.0,0.0,0.0,0.0
counterfeit,0.0,0.0,1.0,0.0,0.0,0.0
counterfeited,0.0,1.0,0.0,0.0,0.0,0.0
counterfeiting,1.0,0.0,0.0,0.0,0.0,0.0
counterpart,0.0,0.0,1.0,0.0,0.0,0.0
counterparts,0.0,0.0,2.0,0.0,0.0,0.0
counties,0.0,0.0,1.0,0.0,0.0,0.0
counting,1.0,0.0,0.0,0.0,1.0,0.0
countries,35.0,44.0,125.0,14.0,15.0,4.0
countries',1.0,1.0,0.0,0.0,0.0,0.0
countries;,0.0,1.0,1.0,1.0,0.0,0.0
country,25.0,19.0,45.0,2.0,5.0,0.0
country's,1.0,0.0,1.0,0.0,0.0,0.0
country-specific,0.0,1.0,0.0,0.0,0.0,0.0
country;,1.0,0.0,0.0,0.0,0.0,0.0
countrymen,0.0,0.0,1.0,0.0,0.0,0.0
countryside,2.0,0.0,1.0,0.0,0.0,0.0
country’s,0.0,0.0,1.0,0.0,0.0,0.0
counts,1.0,2.0,3.0,0.0,0.0,0.0
coup,0.0,0.0,1.0,0.0,0.0,0.0
couple,0.0,2.0,2.0,0.0,1.0,0.0
coupled,0.0,0.0,1.0,0.0,0.0,0.0
courage,3.0,1.0,3.0,0.0,1.0,0.0
course,29.0,29.0,138.0,4.0,24.0,1.0
course;,0.0,0.0,2.0,0.0,0.0,0.0
courses,0.0,0.0,1.0,0.0,0.0,0.0
court,8.0,5.0,10.0,0.0,1.0,0.0
court-martial,0.0,0.0,1.0,0.0,0.0,0.0
courtesy,1.0,0.0,1.0,0.0,0.0,0.0
courts,1.0,2.0,2.0,0.0,0.0,0.0
couto,0.0,0.0,1.0,0.0,0.0,0.0
covenant,0.0,0.0,2.0,0.0,0.0,0.0
cover,2.0,0.0,4.0,1.0,1.0,0.0
coverage,0.0,0.0,1.0,0.0,0.0,0.0
covered,3.0,3.0,7.0,0.0,0.0,0.0
covering,0.0,1.0,0.0,0.0,0.0,0.0
covers,2.0,2.0,1.0,0.0,0.0,0.0
covert,0.0,1.0,0.0,0.0,0.0,0.0
cowboy,0.0,0.0,1.0,0.0,0.0,0.0
coûteaux,0.0,0.0,0.0,1.0,0.0,0.0
crafts,0.0,1.0,0.0,0.0,0.0,0.0
craftsmanship,0.0,0.0,1.0,0.0,0.0,0.0
crash,0.0,0.0,0.0,0.0,1.0,0.0
crazy,2.0,0.0,1.0,0.0,0.0,0.0
creams,1.0,0.0,0.0,0.0,0.0,0.0
create,3.0,7.0,26.0,1.0,0.0,0.0
created,3.0,7.0,4.0,0.0,0.0,0.0
creates,2.0,0.0,1.0,1.0,2.0,0.0
creating,2.0,1.0,5.0,1.0,0.0,0.0
creation,0.0,2.0,6.0,1.0,0.0,1.0
creative,0.0,0.0,2.0,1.0,0.0,0.0
creativity,0.0,1.0,0.0,0.0,0.0,0.0
credibility,0.0,0.0,5.0,0.0,1.0,0.0
credible,1.0,1.0,1.0,0.0,0.0,0.0
credit,1.0,1.0,8.0,1.0,0.0,0.0
credit-rating,0.0,0.0,0.0,1.0,0.0,0.0
creditors,2.0,0.0,0.0,0.0,0.0,0.0
credits,0.0,0.0,1.0,0.0,0.0,0.0
creed,1.0,0.0,0.0,0.0,0.0,0.0
crept,0.0,1.0,0.0,0.0,0.0,0.0
cresson,0.0,0.0,0.0,0.0,1.0,0.0
creutzfeldt-jakob,0.0,0.0,1.0,0.0,0.0,0.0
crews,0.0,0.0,1.0,0.0,0.0,0.0
crime,2.0,2.0,12.0,0.0,0.0,0.0
crimes,1.0,1.0,5.0,0.0,1.0,0.0
criminal,4.0,2.0,7.0,3.0,0.0,0.0
criminalise,0.0,0.0,2.0,0.0,0.0,1.0
criminalising,1.0,1.0,0.0,0.0,0.0,0.0
criminality,0.0,0.0,2.0,0.0,0.0,0.0
criminals,2.0,0.0,0.0,0.0,0.0,0.0
crises,1.0,1.0,5.0,1.0,0.0,0.0
crises;,0.0,0.0,0.0,0.0,1.0,0.0
crisis,7.0,17.0,29.0,2.0,2.0,0.0
criteria,3.0,3.0,15.0,2.0,5.0,0.0
criteria',0.0,1.0,0.0,0.0,0.0,0.0
criterion,2.0,0.0,1.0,0.0,0.0,0.0
criterion;,0.0,1.0,0.0,0.0,0.0,0.0
critical,2.0,9.0,13.0,0.0,1.0,0.0
critically,0.0,1.0,1.0,0.0,0.0,0.0
criticise,0.0,2.0,5.0,0.0,0.0,0.0
criticised,0.0,1.0,0.0,0.0,1.0,0.0
criticism,2.0,6.0,10.0,1.0,1.0,1.0
criticism;,0.0,0.0,1.0,0.0,0.0,0.0
criticisms,0.0,1.0,4.0,0.0,1.0,0.0
criticize,0.0,0.0,1.0,0.0,0.0,0.0
critique,0.0,0.0,1.0,0.0,0.0,0.0
croatia,1.0,1.0,4.0,0.0,1.0,0.0
croatia's,1.0,0.0,0.0,0.0,0.0,0.0
croatian,0.0,0.0,1.0,0.0,0.0,0.0
crocodile,1.0,0.0,1.0,0.0,0.0,0.0
cronies,0.0,0.0,1.0,0.0,0.0,0.0
crop,0.0,0.0,1.0,0.0,0.0,0.0
crops,1.0,0.0,2.0,0.0,0.0,1.0
cross,0.0,0.0,2.0,0.0,0.0,0.0
cross-border,2.0,0.0,2.0,0.0,1.0,0.0
cross-cutting,0.0,1.0,0.0,0.0,0.0,0.0
crossed,0.0,0.0,1.0,0.0,0.0,0.0
crossing,1.0,1.0,0.0,0.0,0.0,0.0
crossroads,0.0,1.0,0.0,0.0,1.0,0.0
crowley,2.0,0.0,0.0,0.0,0.0,0.0
crucial,6.0,9.0,13.0,0.0,2.0,0.0
crude,0.0,1.0,1.0,0.0,0.0,0.0
cruel,0.0,0.0,2.0,0.0,0.0,0.0
cruellest,0.0,0.0,1.0,0.0,0.0,0.0
crusade,1.0,0.0,0.0,0.0,0.0,0.0
crushed,0.0,1.0,0.0,0.0,0.0,0.0
crux,0.0,1.0,0.0,0.0,0.0,0.0
csaba,1.0,0.0,0.0,0.0,0.0,0.0
csu,0.0,0.0,1.0,0.0,0.0,0.0
cuba,0.0,0.0,4.0,0.0,0.0,0.0
cuba's,0.0,0.0,1.0,0.0,0.0,0.0
cuban,0.0,0.0,1.0,0.0,0.0,0.0
cubans,0.0,0.0,1.0,0.0,0.0,0.0
culling,0.0,0.0,1.0,0.0,0.0,0.0
culprits,0.0,1.0,1.0,0.0,0.0,0.0
cultivation,0.0,1.0,2.0,0.0,0.0,0.0
cultural,0.0,2.0,9.0,0.0,1.0,0.0
culture,3.0,1.0,4.0,1.0,1.0,0.0
cultured,1.0,0.0,0.0,0.0,0.0,0.0
cultures,1.0,3.0,5.0,0.0,1.0,0.0
cumulative,0.0,0.0,1.0,0.0,0.0,0.0
cunha,1.0,0.0,0.0,0.0,0.0,0.0
cunningham's,0.0,0.0,1.0,0.0,0.0,0.0
cup,0.0,1.0,2.0,0.0,0.0,0.0
curb,0.0,0.0,1.0,1.0,0.0,0.0
cure,1.0,0.0,4.0,0.0,0.0,0.0
cure-all,1.0,0.0,1.0,0.0,0.0,0.0
cured,0.0,0.0,0.0,0.0,1.0,0.0
curing,0.0,0.0,1.0,0.0,0.0,0.0
curious,3.0,0.0,0.0,0.0,0.0,0.0
curiously,0.0,0.0,1.0,0.0,0.0,0.0
currencies,0.0,1.0,0.0,0.0,0.0,0.0
currency,2.0,0.0,8.0,0.0,1.0,1.0
current,13.0,11.0,18.0,1.0,4.0,1.0
currently,6.0,6.0,13.0,0.0,2.0,0.0
curtailing,0.0,1.0,0.0,0.0,0.0,0.0
curtain,0.0,0.0,1.0,0.0,0.0,0.0
custodiet,0.0,0.0,0.0,0.0,1.0,0.0
custody,0.0,1.0,0.0,0.0,0.0,0.0
customary,0.0,2.0,1.0,0.0,0.0,0.0
customer,0.0,0.0,1.0,0.0,0.0,0.0
customers,0.0,0.0,3.0,0.0,0.0,0.0
customs,1.0,2.0,4.0,0.0,1.0,0.0
cut,0.0,1.0,2.0,0.0,0.0,1.0
cuts,0.0,3.0,2.0,0.0,0.0,0.0
cutting,0.0,0.0,0.0,0.0,0.0,1.0
cyber,1.0,0.0,1.0,0.0,0.0,0.0
cycle,0.0,0.0,3.0,0.0,0.0,0.0
cyclists,0.0,0.0,1.0,0.0,0.0,0.0
cynical,0.0,1.0,1.0,0.0,0.0,0.0
cynically,0.0,0.0,2.0,0.0,0.0,0.0
cypriot,0.0,0.0,1.0,0.0,0.0,0.0
cyprus,3.0,2.0,3.0,0.0,0.0,1.0
czech,0.0,0.0,1.0,0.0,0.0,0.0
côte,1.0,0.0,2.0,0.0,0.0,0.0
d'ivoire,0.0,0.0,0.0,1.0,1.0,0.0
d'tre,0.0,1.0,0.0,0.0,0.0,0.0
da,0.0,0.0,1.0,0.0,0.0,0.0
dabbling,1.0,0.0,0.0,0.0,0.0,0.0
dae-jung,0.0,1.0,0.0,0.0,0.0,0.0
daft,0.0,0.0,1.0,0.0,0.0,0.0
daily,0.0,0.0,2.0,0.0,0.0,0.0
dairy,1.0,0.0,1.0,0.0,0.0,0.0
dalits,0.0,0.0,1.0,0.0,0.0,0.0
damage,1.0,2.0,7.0,0.0,2.0,0.0
damaged,0.0,0.0,0.0,0.0,1.0,0.0
damages,0.0,1.0,0.0,0.0,0.0,0.0
damaging,1.0,0.0,1.0,0.0,0.0,0.0
damascus,1.0,0.0,0.0,0.0,0.0,0.0
damper,0.0,1.0,0.0,0.0,0.0,0.0
dancing,1.0,0.0,0.0,0.0,0.0,0.0
danger,4.0,2.0,7.0,0.0,1.0,0.0
dangerous,1.0,2.0,11.0,0.0,0.0,0.0
dangerously,0.0,1.0,0.0,0.0,1.0,0.0
dangers,0.0,0.0,2.0,0.0,0.0,0.0
danish,0.0,2.0,2.0,0.0,1.0,0.0
danube,0.0,1.0,0.0,1.0,0.0,0.0
dare,1.0,1.0,2.0,0.0,1.0,0.0
dark,0.0,0.0,1.0,0.0,1.0,0.0
darkness,0.0,0.0,1.0,0.0,0.0,0.0
das,0.0,0.0,1.0,0.0,0.0,0.0
dashed,0.0,0.0,1.0,0.0,0.0,0.0
data,4.0,6.0,19.0,2.0,0.0,0.0
database,1.0,0.0,1.0,0.0,0.0,0.0
date,3.0,9.0,8.0,1.0,3.0,0.0
dates,0.0,1.0,3.0,0.0,0.0,0.0
dates',0.0,0.0,1.0,0.0,0.0,0.0
day,9.0,11.0,13.0,0.0,3.0,0.0
day-to-day,0.0,0.0,2.0,0.0,0.0,0.0
days,6.0,1.0,5.0,0.0,2.0,0.0
days',0.0,0.0,0.0,1.0,0.0,0.0
days;,0.0,0.0,1.0,0.0,0.0,0.0
dayton,0.0,0.0,1.0,0.0,0.0,0.0
de,3.0,0.0,3.0,0.0,1.0,0.0
dead,0.0,1.0,2.0,1.0,0.0,0.0
deadline,1.0,2.0,0.0,0.0,0.0,0.0
deadline;,1.0,0.0,0.0,0.0,0.0,0.0
deadlines,1.0,0.0,0.0,0.0,0.0,0.0
deadlock,0.0,0.0,1.0,0.0,0.0,0.0
deaf,1.0,1.0,1.0,0.0,0.0,0.0
deal,14.0,9.0,35.0,0.0,6.0,1.0
dealing,3.0,7.0,4.0,0.0,0.0,0.0
deals,0.0,2.0,1.0,0.0,1.0,0.0
dealt,6.0,3.0,5.0,0.0,3.0,0.0
dear,1.0,0.0,0.0,0.0,0.0,0.0
dear;,0.0,0.0,0.0,0.0,1.0,0.0
death,2.0,4.0,8.0,0.0,1.0,0.0
deathly,0.0,0.0,1.0,0.0,0.0,0.0
deaths,0.0,0.0,1.0,0.0,1.0,0.0
deauville,0.0,0.0,1.0,0.0,0.0,0.0
debate,27.0,20.0,75.0,3.0,7.0,1.0
debated,0.0,0.0,5.0,0.0,1.0,0.0
debates,2.0,4.0,10.0,0.0,0.0,0.0
debating,1.0,1.0,2.0,0.0,0.0,0.0
debilitated,0.0,0.0,1.0,0.0,0.0,0.0
debt,4.0,3.0,12.0,0.0,0.0,1.0
debtors',1.0,0.0,0.0,0.0,0.0,0.0
debts,0.0,1.0,1.0,0.0,0.0,0.0
decade,0.0,1.0,0.0,0.0,1.0,0.0
deceive,2.0,3.0,0.0,0.0,0.0,0.0
december,0.0,5.0,9.0,0.0,2.0,0.0
decent,1.0,0.0,2.0,0.0,0.0,0.0
decentralisation,0.0,0.0,0.0,0.0,1.0,0.0
deceptive,0.0,0.0,0.0,0.0,1.0,0.0
decide,1.0,3.0,7.0,0.0,1.0,0.0
decided,4.0,17.0,8.0,0.0,1.0,2.0
decidedly,0.0,0.0,1.0,0.0,0.0,0.0
deciding,2.0,0.0,1.0,0.0,0.0,0.0
decision,10.0,7.0,25.0,0.0,5.0,1.0
decision-making,2.0,3.0,7.0,0.0,0.0,0.0
decisions,3.0,11.0,21.0,0.0,2.0,0.0
decision’,0.0,1.0,0.0,0.0,0.0,0.0
decisive,0.0,3.0,9.0,0.0,1.0,0.0
declaration,0.0,2.0,5.0,0.0,1.0,0.0
declarations,0.0,1.0,2.0,0.0,0.0,0.0
declare,0.0,0.0,2.0,0.0,0.0,0.0
